c_symbol,python_class,method,owning_class,binding_kind
TGUIObject_IsCompletelyVisible,TGFrame,IsCompletelyVisible,TGUIObject,direct
TGUIObject_IsEnabled,TGFrame,IsEnabled,TGUIObject,direct
TGUIObject_IsExclusive,TGFrame,IsExclusive,TGUIObject,direct
TGUIObject_IsHighlighted,TGFrame,IsHighlighted,TGUIObject,direct
TGUIObject_IsInTrueFocusPath,TGFrame,IsInTrueFocusPath,TGUIObject,direct
TGUIObject_IsNoFocus,TGFrame,IsNoFocus,TGUIObject,direct
TGUIObject_IsSelected,TGFrame,IsSelected,TGUIObject,direct
TGUIObject_IsSkipParent,TGFrame,IsSkipParent,TGUIObject,direct
TGObject_IsTypeOf,TGFrame,IsTypeOf,TGObject,direct
TGUIObject_IsUseParentBatch,TGFrame,IsUseParentBatch,TGUIObject,direct
TGUIObject_IsVisible,TGFrame,IsVisible,TGUIObject,direct
TGUIObject_IsWithin,TGFrame,IsWithin,TGUIObject,direct
TGUIObject_Layout,TGFrame,Layout,TGUIObject,direct
TGAttrObject_LookupAttrInt,TGFrame,LookupAttrInt,TGAttrObject,direct
TGAttrObject_LookupAttrValue,TGFrame,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,TGFrame,LookupLocalAttrValue,TGTemplatedAttrObject,direct
TGUIObject_LostFocus,TGFrame,LostFocus,TGUIObject,direct
TGUIObject_LostTrueFocus,TGFrame,LostTrueFocus,TGUIObject,direct
TGUIObject_LostTrueFocusPath,TGFrame,LostTrueFocusPath,TGUIObject,direct
TGUIObject_MouseEntered,TGFrame,MouseEntered,TGUIObject,direct
TGUIObject_MouseExited,TGFrame,MouseExited,TGUIObject,direct
TGUIObject_Move,TGFrame,Move,TGUIObject,direct
TGUIObject_Print,TGFrame,Print,TGUIObject,direct
TGEventHandlerObject_ProcessEvent,TGFrame,ProcessEvent,TGEventHandlerObject,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,TGFrame,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,TGFrame,RemoveAttr,TGAttrObject,direct
TGEventHandlerObject_RemoveHandlerForInstance,TGFrame,RemoveHandlerForInstance,TGEventHandlerObject,direct
TGUIObject_Resize,TGFrame,Resize,TGUIObject,direct
TGUIObject_SetAlwaysHandleEvents,TGFrame,SetAlwaysHandleEvents,TGUIObject,direct
TGUIObject_SetAlwaysHandleEventsFlag,TGFrame,SetAlwaysHandleEventsFlag,TGUIObject,direct
TGAttrObject_SetAttrInt,TGFrame,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,TGFrame,SetAttrValue,TGAttrObject,direct
TGUIObject_SetBatchChildPolys,TGFrame,SetBatchChildPolys,TGUIObject,direct
TGUIObject_SetBatchChildPolysFlag,TGFrame,SetBatchChildPolysFlag,TGUIObject,direct
TGUIObject_SetBounds,TGFrame,SetBounds,TGUIObject,direct
TGUIObject_SetDisabled,TGFrame,SetDisabled,TGUIObject,direct
TGFrame_SetEdgeStretch,TGFrame,SetEdgeStretch,TGFrame,direct
TGUIObject_SetEnabled,TGFrame,SetEnabled,TGUIObject,direct
TGUIObject_SetEnabledFlag,TGFrame,SetEnabledFlag,TGUIObject,direct
TGUIObject_SetExclusive,TGFrame,SetExclusive,TGUIObject,direct
TGUIObject_SetExclusiveFlag,TGFrame,SetExclusiveFlag,TGUIObject,direct
TGFrame_SetFirstIconNum,TGFrame,SetFirstIconNum,TGFrame,direct
TGUIObject_SetHighlighted,TGFrame,SetHighlighted,TGUIObject,direct
TGUIObject_SetHighlightedFlag,TGFrame,SetHighlightedFlag,TGUIObject,direct
TGFrame_SetIconGroupName,TGFrame,SetIconGroupName,TGFrame,direct
TGFrame_SetNiColor,TGFrame,SetNiColor,TGFrame,direct
TGUIObject_SetNoFocus,TGFrame,SetNoFocus,TGUIObject,direct
TGUIObject_SetNoFocusFlag,TGFrame,SetNoFocusFlag,TGUIObject,direct
TGUIObject_SetNoSkipParent,TGFrame,SetNoSkipParent,TGUIObject,direct
TGUIObject_SetNotAlwaysHandleEvents,TGFrame,SetNotAlwaysHandleEvents,TGUIObject,direct
TGUIObject_SetNotBatchChildPolys,TGFrame,SetNotBatchChildPolys,TGUIObject,direct
TGUIObject_SetNotExclusive,TGFrame,SetNotExclusive,TGUIObject,direct
TGUIObject_SetNotHighlighted,TGFrame,SetNotHighlighted,TGUIObject,direct
TGUIObject_SetNotNoFocus,TGFrame,SetNotNoFocus,TGUIObject,direct
TGUIObject_SetNotSelected,TGFrame,SetNotSelected,TGUIObject,direct
TGUIObject_SetNotUseParentBatch,TGFrame,SetNotUseParentBatch,TGUIObject,direct
TGUIObject_SetNotVisible,TGFrame,SetNotVisible,TGUIObject,direct
TGUIObject_SetParent,TGFrame,SetParent,TGUIObject,direct
TGUIObject_SetPosition,TGFrame,SetPosition,TGUIObject,direct
TGFrame_SetScale,TGFrame,SetScale,TGFrame,direct
TGUIObject_SetSelected,TGFrame,SetSelected,TGUIObject,direct
TGUIObject_SetSelectedFlag,TGFrame,SetSelectedFlag,TGUIObject,direct
TGUIObject_SetSkipParent,TGFrame,SetSkipParent,TGUIObject,direct
TGUIObject_SetSkipParentFlag,TGFrame,SetSkipParentFlag,TGUIObject,direct
TGFrame_SetStretchType,TGFrame,SetStretchType,TGFrame,direct
TGUIObject_SetUseParentBatch,TGFrame,SetUseParentBatch,TGUIObject,direct
TGUIObject_SetUseParentBatchFlag,TGFrame,SetUseParentBatchFlag,TGUIObject,direct
TGUIObject_SetVisible,TGFrame,SetVisible,TGUIObject,direct
TGUIObject_SetVisibleFlag,TGFrame,SetVisibleFlag,TGUIObject,direct
TGUIObject_ToggleAlwaysHandleEvents,TGFrame,ToggleAlwaysHandleEvents,TGUIObject,direct
TGUIObject_ToggleBatchChildPolys,TGFrame,ToggleBatchChildPolys,TGUIObject,direct
TGUIObject_ToggleEnabled,TGFrame,ToggleEnabled,TGUIObject,direct
TGUIObject_ToggleExclusive,TGFrame,ToggleExclusive,TGUIObject,direct
TGUIObject_ToggleHighlighted,TGFrame,ToggleHighlighted,TGUIObject,direct
TGUIObject_ToggleNoFocus,TGFrame,ToggleNoFocus,TGUIObject,direct
TGUIObject_ToggleSelected,TGFrame,ToggleSelected,TGUIObject,direct
TGUIObject_ToggleSkipParent,TGFrame,ToggleSkipParent,TGUIObject,direct
TGUIObject_ToggleUseParentBatch,TGFrame,ToggleUseParentBatch,TGUIObject,direct
TGUIObject_ToggleVisible,TGFrame,ToggleVisible,TGUIObject,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,TGFramePtr,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,TGFramePtr,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
TGUIObject_AlignTo,TGFramePtr,AlignTo,TGUIObject,direct
TGEventHandlerObject_CallNextHandler,TGFramePtr,CallNextHandler,TGEventHandlerObject,direct
TGObject_Destroy,TGFramePtr,Destroy,TGObject,direct
TGUIObject_FocusHeight,TGFramePtr,FocusHeight,TGUIObject,direct
TGAttrObject_GetAttrInt,TGFramePtr,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,TGFramePtr,GetAttrValue,TGAttrObject,direct
TGUIObject_GetBottom,TGFramePtr,GetBottom,TGUIObject,direct
TGUIObject_GetBounds,TGFramePtr,GetBounds,TGUIObject,direct
TGUIObject_GetClipRect,TGFramePtr,GetClipRect,TGUIObject,direct
GetCommonAncestor,TGFramePtr,GetCommonAncestor,,python_wrapper
GetConceptualParent,TGFramePtr,GetConceptualParent,,python_wrapper
TGUIObject_GetDesiredSize,TGFramePtr,GetDesiredSize,TGUIObject,direct
TGFrame_GetEdgeStretch,TGFramePtr,GetEdgeStretch,TGFrame,direct
TGUIObject_GetFlags,TGFramePtr,GetFlags,TGUIObject,direct
GetFocusLeaf,TGFramePtr,GetFocusLeaf,,python_wrapper
TGUIObject_GetHeight,TGFramePtr,GetHeight,TGUIObject,direct
GetInnerRect,TGFramePtr,GetInnerRect,,python_wrapper
TGUIObject_GetLeft,TGFramePtr,GetLeft,TGUIObject,direct
GetNiColor,TGFramePtr,GetNiColor,,python_wrapper
TGObject_GetObjID,TGFramePtr,GetObjID,TGObject,direct
TGObject_GetObjType,TGFramePtr,GetObjType,TGObject,direct
GetParent,TGFramePtr,GetParent,,python_wrapper
TGUIObject_GetPosition,TGFramePtr,GetPosition,TGUIObject,direct
TGUIObject_GetRight,TGFramePtr,GetRight,TGUIObject,direct
TGUIObject_GetScreenOffset,TGFramePtr,GetScreenOffset,TGUIObject,direct
TGUIObject_GetTop,TGFramePtr,GetTop,TGUIObject,direct
TGUIObject_GetWidth,TGFramePtr,GetWidth,TGUIObject,direct
TGUIObject_GotFocus,TGFramePtr,GotFocus,TGUIObject,direct
TGUIObject_GotTrueFocus,TGFramePtr,GotTrueFocus,TGUIObject,direct
TGUIObject_GotTrueFocusPath,TGFramePtr,GotTrueFocusPath,TGUIObject,direct
TGUIObject_HasAncestor,TGFramePtr,HasAncestor,TGUIObject,direct
TGUIObject_HasFocus,TGFramePtr,HasFocus,TGUIObject,direct
TGUIObject_HasTrueFocus,TGFramePtr,HasTrueFocus,TGUIObject,direct
TGUIObject_IsAlwaysHandleEvents,TGFramePtr,IsAlwaysHandleEvents,TGUIObject,direct
TGUIObject_IsBatchChildPolys,TGFramePtr,IsBatchChildPolys,TGUIObject,direct
TGUIObject_IsCompletelyEnabled,TGFramePtr,IsCompletelyEnabled,TGUIObject,direct
TGUIObject_IsCompletelyVisible,TGFramePtr,IsCompletelyVisible,TGUIObject,direct
TGUIObject_IsEnabled,TGFramePtr,IsEnabled,TGUIObject,direct
TGUIObject_IsExclusive,TGFramePtr,IsExclusive,TGUIObject,direct
TGUIObject_IsHighlighted,TGFramePtr,IsHighlighted,TGUIObject,direct
TGUIObject_IsInTrueFocusPath,TGFramePtr,IsInTrueFocusPath,TGUIObject,direct
TGUIObject_IsNoFocus,TGFramePtr,IsNoFocus,TGUIObject,direct
TGUIObject_IsSelected,TGFramePtr,IsSelected,TGUIObject,direct
TGUIObject_IsSkipParent,TGFramePtr,IsSkipParent,TGUIObject,direct
TGObject_IsTypeOf,TGFramePtr,IsTypeOf,TGObject,direct
TGUIObject_IsUseParentBatch,TGFramePtr,IsUseParentBatch,TGUIObject,direct
TGUIObject_IsVisible,TGFramePtr,IsVisible,TGUIObject,direct
TGUIObject_IsWithin,TGFramePtr,IsWithin,TGUIObject,direct
TGUIObject_Layout,TGFramePtr,Layout,TGUIObject,direct
TGAttrObject_LookupAttrInt,TGFramePtr,LookupAttrInt,TGAttrObject,direct
TGAttrObject_LookupAttrValue,TGFramePtr,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,TGFramePtr,LookupLocalAttrValue,TGTemplatedAttrObject,direct
TGUIObject_LostFocus,TGFramePtr,LostFocus,TGUIObject,direct
TGUIObject_LostTrueFocus,TGFramePtr,LostTrueFocus,TGUIObject,direct
TGUIObject_LostTrueFocusPath,TGFramePtr,LostTrueFocusPath,TGUIObject,direct
TGUIObject_MouseEntered,TGFramePtr,MouseEntered,TGUIObject,direct
TGUIObject_MouseExited,TGFramePtr,MouseExited,TGUIObject,direct
TGUIObject_Move,TGFramePtr,Move,TGUIObject,direct
TGUIObject_Print,TGFramePtr,Print,TGUIObject,direct
TGEventHandlerObject_ProcessEvent,TGFramePtr,ProcessEvent,TGEventHandlerObject,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,TGFramePtr,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,TGFramePtr,RemoveAttr,TGAttrObject,direct
TGEventHandlerObject_RemoveHandlerForInstance,TGFramePtr,RemoveHandlerForInstance,TGEventHandlerObject,direct
TGUIObject_Resize,TGFramePtr,Resize,TGUIObject,direct
TGUIObject_SetAlwaysHandleEvents,TGFramePtr,SetAlwaysHandleEvents,TGUIObject,direct
TGUIObject_SetAlwaysHandleEventsFlag,TGFramePtr,SetAlwaysHandleEventsFlag,TGUIObject,direct
TGAttrObject_SetAttrInt,TGFramePtr,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,TGFramePtr,SetAttrValue,TGAttrObject,direct
TGUIObject_SetBatchChildPolys,TGFramePtr,SetBatchChildPolys,TGUIObject,direct
TGUIObject_SetBatchChildPolysFlag,TGFramePtr,SetBatchChildPolysFlag,TGUIObject,direct
TGUIObject_SetBounds,TGFramePtr,SetBounds,TGUIObject,direct
TGUIObject_SetDisabled,TGFramePtr,SetDisabled,TGUIObject,direct
TGFrame_SetEdgeStretch,TGFramePtr,SetEdgeStretch,TGFrame,direct
TGUIObject_SetEnabled,TGFramePtr,SetEnabled,TGUIObject,direct
TGUIObject_SetEnabledFlag,TGFramePtr,SetEnabledFlag,TGUIObject,direct
TGUIObject_SetExclusive,TGFramePtr,SetExclusive,TGUIObject,direct
TGUIObject_SetExclusiveFlag,TGFramePtr,SetExclusiveFlag,TGUIObject,direct
TGFrame_SetFirstIconNum,TGFramePtr,SetFirstIconNum,TGFrame,direct
TGUIObject_SetHighlighted,TGFramePtr,SetHighlighted,TGUIObject,direct
TGUIObject_SetHighlightedFlag,TGFramePtr,SetHighlightedFlag,TGUIObject,direct
TGFrame_SetIconGroupName,TGFramePtr,SetIconGroupName,TGFrame,direct
TGFrame_SetNiColor,TGFramePtr,SetNiColor,TGFrame,direct
TGUIObject_SetNoFocus,TGFramePtr,SetNoFocus,TGUIObject,direct
TGUIObject_SetNoFocusFlag,TGFramePtr,SetNoFocusFlag,TGUIObject,direct
TGUIObject_SetNoSkipParent,TGFramePtr,SetNoSkipParent,TGUIObject,direct
TGUIObject_SetNotAlwaysHandleEvents,TGFramePtr,SetNotAlwaysHandleEvents,TGUIObject,direct
TGUIObject_SetNotBatchChildPolys,TGFramePtr,SetNotBatchChildPolys,TGUIObject,direct
TGUIObject_SetNotExclusive,TGFramePtr,SetNotExclusive,TGUIObject,direct
TGUIObject_SetNotHighlighted,TGFramePtr,SetNotHighlighted,TGUIObject,direct
TGUIObject_SetNotNoFocus,TGFramePtr,SetNotNoFocus,TGUIObject,direct
TGUIObject_SetNotSelected,TGFramePtr,SetNotSelected,TGUIObject,direct
TGUIObject_SetNotUseParentBatch,TGFramePtr,SetNotUseParentBatch,TGUIObject,direct
TGUIObject_SetNotVisible,TGFramePtr,SetNotVisible,TGUIObject,direct
TGUIObject_SetParent,TGFramePtr,SetParent,TGUIObject,direct
TGUIObject_SetPosition,TGFramePtr,SetPosition,TGUIObject,direct
TGFrame_SetScale,TGFramePtr,SetScale,TGFrame,direct
TGUIObject_SetSelected,TGFramePtr,SetSelected,TGUIObject,direct
TGUIObject_SetSelectedFlag,TGFramePtr,SetSelectedFlag,TGUIObject,direct
TGUIObject_SetSkipParent,TGFramePtr,SetSkipParent,TGUIObject,direct
TGUIObject_SetSkipParentFlag,TGFramePtr,SetSkipParentFlag,TGUIObject,direct
TGFrame_SetStretchType,TGFramePtr,SetStretchType,TGFrame,direct
TGUIObject_SetUseParentBatch,TGFramePtr,SetUseParentBatch,TGUIObject,direct
TGUIObject_SetUseParentBatchFlag,TGFramePtr,SetUseParentBatchFlag,TGUIObject,direct
TGUIObject_SetVisible,TGFramePtr,SetVisible,TGUIObject,direct
TGUIObject_SetVisibleFlag,TGFramePtr,SetVisibleFlag,TGUIObject,direct
TGUIObject_ToggleAlwaysHandleEvents,TGFramePtr,ToggleAlwaysHandleEvents,TGUIObject,direct
TGUIObject_ToggleBatchChildPolys,TGFramePtr,ToggleBatchChildPolys,TGUIObject,direct
TGUIObject_ToggleEnabled,TGFramePtr,ToggleEnabled,TGUIObject,direct
TGUIObject_ToggleExclusive,TGFramePtr,ToggleExclusive,TGUIObject,direct
TGUIObject_ToggleHighlighted,TGFramePtr,ToggleHighlighted,TGUIObject,direct
TGUIObject_ToggleNoFocus,TGFramePtr,ToggleNoFocus,TGUIObject,direct
TGUIObject_ToggleSelected,TGFramePtr,ToggleSelected,TGUIObject,direct
TGUIObject_ToggleSkipParent,TGFramePtr,ToggleSkipParent,TGUIObject,direct
TGUIObject_ToggleUseParentBatch,TGFramePtr,ToggleUseParentBatch,TGUIObject,direct
TGUIObject_ToggleVisible,TGFramePtr,ToggleVisible,TGUIObject,direct
TGPane_AddChild,TGFrameWindow,AddChild,TGPane,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,TGFrameWindow,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,TGFrameWindow,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
TGUIObject_AlignTo,TGFrameWindow,AlignTo,TGUIObject,direct
TGEventHandlerObject_CallNextHandler,TGFrameWindow,CallNextHandler,TGEventHandlerObject,direct
TGPane_DeleteChild,TGFrameWindow,DeleteChild,TGPane,direct
TGObject_Destroy,TGFrameWindow,Destroy,TGObject,direct
TGPane_FindPos,TGFrameWindow,FindPos,TGPane,direct
TGPane_FocusHeight,TGFrameWindow,FocusHeight,TGPane,direct
TGAttrObject_GetAttrInt,TGFrameWindow,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,TGFrameWindow,GetAttrValue,TGAttrObject,direct
